skip_factor,1,2,4,8,16,32,64,128,256,512,1024
,,,,,,,,,,,152.7
2.0,341.87,292.48,296.57,296.94,269.21,286.88,288.67,225.48,170.69,150.38,
4.0,300.1,,265.65,,204.59,,178.37,,149.62,,
8.0,,263.21,,,189.16,,,149.62,,,
16.0,,,241.18,,,,164.68,,,,
32.0,302.98,,,,,183.82,,,,,
256.0,,,221.29,,,,,,,,
