Wall time,Step,Value
1710780268.777354,4,325.2900695800781
1710780312.1996388,64,323.5861511230469
1710780356.9179058,128,322.2171630859375
1710780396.744195,512,307.1700134277344
1710780441.67663,1024,152.69851684570312
